,movieId,title,genres,year
18996,93831,American Reunion (American Pie 4) (2012),Comedy,2012
18999,93840,"Cabin in the Woods, The (2012)",Comedy|Horror|Sci-Fi|Thriller,2012
19018,93921,Housefull 2 (2012),Comedy|Romance,2012
19019,93923,Agent Vinod (2012),Action,2012
19024,93946,L!fe Happens (2012),Comedy,2012
19032,93980,"Three Stooges, The (2012)",Comedy,2012
19033,93982,"Raven, The (2012)",Mystery|Thriller,2012
19038,94015,Mirror Mirror (2012),Adventure|Comedy|Fantasy,2012
19039,94018,Battleship (2012),Action|Sci-Fi|Thriller|IMAX,2012
19080,94218,Super Demetrios (2012),Adventure|Comedy|Sci-Fi,2012
19085,94266,"Five-Year Engagement, The (2012)",Comedy|Romance,2012
19101,94323,Think Like a Man (2012),Comedy,2012
19102,94325,"Lucky One, The (2012)",Drama,2012
19113,94405,Safe (2012),Action|Crime|Thriller,2012
19131,94471,Any Questions for Ben? (2012),Comedy|Drama,2012
19134,94478,Dark Shadows (2012),Comedy|Horror|IMAX,2012
19140,94496,Columbus Circle (2012),Crime|Mystery|Thriller,2012
19157,94663,Vicky Donor (2012),Comedy|Romance,2012
19163,94677,"Dictator, The (2012)",Comedy,2012
19183,94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),Action|Comedy|Sci-Fi|IMAX,2012
19184,94780,Snow White and the Huntsman (2012),Action|Adventure|Drama,2012
19196,94813,Chernobyl Diaries (2012),Horror,2012
19201,94833,"Pirates! Band of Misfits, The (2012)",Adventure|Animation|Children|Comedy,2012
19203,94837,Hemingway & Gellhorn (2012),Drama|Romance|War,2012
19206,94864,Prometheus (2012),Action|Horror|Sci-Fi|IMAX,2012
19207,94867,"Pact, The (2012)",Horror|Mystery|Thriller,2012
19225,94953,Wanderlust (2012),Comedy,2012
19228,94959,Moonrise Kingdom (2012),Comedy|Drama|Romance,2012
19231,94969,Kahaani (2012),Crime|Drama|Thriller,2012
19233,94974,Superman vs. The Elite (2012),Action|Animation,2012
19237,94985,Get the Gringo (2012),Action|Crime|Drama|Thriller,2012
19259,95058,Cosmopolis  (2012),Drama,2012
19261,95067,"Thousand Words, A (2012)",Comedy|Drama,2012
19262,95069,Chimpanzee (2012),Documentary,2012
19264,95088,Safety Not Guaranteed (2012),Comedy|Drama,2012
19265,95105,Madagascar 3: Europe's Most Wanted (2012),Adventure|Animation|Children|Comedy|IMAX,2012
19285,95167,Brave (2012),Action|Adventure|Animation|Children,2012
19293,95197,Bel Ami (2012),Drama|Romance,2012
19294,95199,What to Expect When You're Expecting (2012),Comedy|Drama|Romance,2012
19295,95201,To Rome with Love (2012),Comedy,2012
19297,95207,Abraham Lincoln: Vampire Hunter (2012),Action|Fantasy|Horror|Thriller,2012
19305,95237,Detention (2012),Comedy|Horror,2012
19310,95296,For Greater Glory: The True Story of Cristiada (2012),Drama|War,2012
19315,95307,Rock of Ages (2012),Comedy|Drama|Musical|IMAX,2012
19316,95309,Seeking a Friend for the End of the World (2012),Comedy|Drama|Romance,2012
19325,95441,Ted (2012),Comedy|Fantasy,2012
19326,95443,"Giant Mechanical Man, The (2012)",Comedy|Drama|Romance,2012
19328,95449,Magic Mike (2012),Drama|Romance,2012
19337,95488,On the Road (2012),Adventure|Drama,2012
19339,95494,Joffrey: Mavericks of American Dance (2012),Documentary,2012
19344,95508,Cleanskin (2012),Crime|Drama|Thriller,2012
19345,95510,"Amazing Spider-Man, The (2012)",Action|Adventure|Sci-Fi|IMAX,2012
19355,95543,Ice Age 4: Continental Drift (2012),Adventure|Animation|Comedy,2012
19356,95558,Beasts of the Southern Wild (2012),Drama|Fantasy,2012
19360,95567,People Like Us (2012),Drama,2012
19367,95583,Savages (2012),Crime|Drama|Thriller,2012
19369,95591,Rat King (2012),Mystery|Thriller,2012
19389,95670,Tyler Perry's Madea's Witness Protection (2012),Comedy,2012
19396,95717,Treasure Island (2012),Adventure,2012
19397,95720,"Watch, The (2012)",Comedy|Sci-Fi,2012
19403,95744,2 Days in New York (2012),Comedy,2012
19425,95816,Being Flynn (2012),Comedy|Drama,2012
19428,95835,"Forger, The (2012)",Drama,2012
19435,95873,Ruby Sparks (2012),Comedy|Fantasy|Romance,2012
19436,95875,Total Recall (2012),Action|Sci-Fi|Thriller,2012
19445,95939,"Angels' Share, The (2012)",Comedy|Drama,2012
19468,96024,Stash House (2012),Thriller,2012
19469,96026,One in the Chamber (2012),Action|Crime|Thriller,2012
19476,96058,Neil Young Journeys (2012),Documentary,2012
19479,96064,Dragon Eyes (2012),Action|Crime|Drama,2012
19484,96079,Skyfall (2012),Action|Adventure|Thriller|IMAX,2012
19491,96110,"Campaign, The (2012)",Comedy,2012
19492,96112,Taistelu Näsilinnasta 1918 (2012),War,2012
19493,96114,Brake (2012),Crime|Thriller,2012
19494,96121,Hope Springs (2012),Comedy|Drama,2012
19499,96150,"Queen of Versailles, The (2012)",Documentary,2012
19527,96264,Wagner's Dream (2012),Documentary,2012
19533,96281,ParaNorman (2012),Adventure|Animation|Comedy,2012
19534,96283,Diary of a Wimpy Kid: Dog Days (2012),Children|Comedy,2012
19545,96306,Goats (2012),Comedy,2012
19546,96314,Celeste and Jesse Forever (Celeste & Jesse Forever) (2012),Comedy|Drama|Romance,2012
19548,96337,Our Children (À perdre la raison) (2012),Drama,2012
19549,96347,Endeavour (2012),Crime|Drama|Mystery,2012
19550,96367,Hit and Run (Hit & Run) (2012),Action|Comedy|Romance,2012
19552,96373,Broken (2012),Drama,2012
19560,96415,Doomsday Book (2012),Comedy|Drama|Horror|Sci-Fi,2012
19561,96417,Premium Rush (2012),Action|Thriller,2012
19566,96430,"Odd Life of Timothy Green, The (2012)",Comedy|Drama|Fantasy,2012
19567,96432,Lawless (2012),Crime|Drama,2012
19569,96448,Piranha 3DD (a.k.a. Piranha DD) (2012),Comedy|Horror,2012
19571,96456,ATM (2012),Horror|Thriller,2012
19573,96467,Sleepwalk with Me (2012),Comedy|Drama,2012
19580,96488,Searching for Sugar Man (2012),Documentary,2012
19581,96490,"Possession, The (2012)",Horror|Thriller,2012
19582,96496,6 Bullets (2012),Action|Crime|Thriller,2012
19583,96498,"Dinosaur Project, The (2012)",Adventure,2012
19585,96504,"Manzanar Fishing Club, The (2012)",Adventure|Documentary,2012
19586,96510,"Apparition, The (2012)",Horror|Thriller,2012
19603,96565,Bachelorette (2012),Comedy,2012
19604,96567,"Words, The (2012)",Drama|Romance,2012
19605,96569,Teddy Bear (10 timer til Paradis) (2012),Drama|Romance,2012
19611,96588,Pitch Perfect (2012),Comedy|Musical,2012
19612,96590,"Cold Light of Day, The (2012)",Action|Thriller,2012
19613,96592,Hello I Must Be Going (2012),Comedy|Drama|Romance,2012
19615,96596,Branded (2012),Action|Drama|Mystery|Sci-Fi,2012
19621,96610,Looper (2012),Action|Crime|Sci-Fi,2012
19622,96612,Compliance (2012),Drama|Thriller,2012
19623,96614,Thy Womb (Sinapupunan) (2012),Drama,2012
19624,96616,That's My Boy (2012),Comedy,2012
19635,96655,Robot & Frank (2012),Comedy|Drama|Sci-Fi,2012
19636,96662,"Punk Syndrome, The (Kovasikajuttu) (2012)",Documentary,2012
19638,96667,Ai Weiwei: Never Sorry (2012),Documentary,2012
19644,96687,Jesus Henry Christ (2012),Comedy,2012
19646,96691,Resident Evil: Retribution (2012),Action|Horror|Sci-Fi|IMAX,2012
19647,96693,Trouble with the Curve (2012),Drama,2012
19656,96724,Under African Skies (2012),Documentary,2012
19657,96726,Lola Versus (2012),Comedy|Romance,2012
19658,96728,"Master, The (2012)",Drama,2012
19662,96737,Dredd (2012),Action|Sci-Fi,2012
19665,96751,Arbitrage (2012),Drama|Thriller,2012
19666,96753,Blue Like Jazz (2012),Comedy|Drama,2012
19670,96762,Detropia (2012),Documentary,2012
19673,96771,"Chemical Brothers: Don't Think, The (2012)",Musical,2012
19684,96807,Breathless (2012),Thriller,2012
19685,96809,Blood Money (2012),Action|Thriller,2012
19686,96811,End of Watch (2012),Crime|Drama|Thriller,2012
19688,96815,V/H/S (2012),Horror|Thriller,2012
19691,96821,"Perks of Being a Wallflower, The (2012)",Drama|Romance,2012
19693,96829,"Hunt, The (Jagten) (2012)",Drama,2012
19694,96832,Holy Motors (2012),Drama|Fantasy|Musical|Mystery|Sci-Fi,2012
19695,96834,Knuckleball! (2012),Documentary,2012
19699,96845,Two Rabbits (2 Coelhos) (2012),Action,2012
19700,96849,Sparkle (2012),Drama|Musical,2012
19703,96857,Red Lights (2012),Drama|Mystery|Thriller,2012
19705,96861,Taken 2 (2012),Action|Crime|Drama|Thriller,2012
19706,96863,"Paperboy, The (2012)",Thriller,2012
19708,96868,Shut Up and Play the Hits (2012),Documentary,2012
19717,96909,Road North (Tie pohjoiseen) (2012),Comedy|Drama,2012
19718,96911,"Royal Affair, A (Kongelig affære, En) (2012)",Drama|Romance,2012
19719,96917,House at the End of the Street (2012),Horror|Thriller,2012
19720,96919,Attack of the 50ft Cheerleader (2012),Comedy,2012
19722,96923,2-Headed Shark Attack (2012),Comedy|Horror,2012
19724,96927,"Newest Pledge, The (2012)",Comedy,2012
19729,96941,2016: Obama's America (2012),Documentary,2012
19738,96964,"Tall Man, The (2012)",Crime|Drama|Mystery,2012
19739,96966,Laurence Anyways (2012),Drama|Romance,2012
19740,96969,"Magic of Belle Isle, The (2012)",Comedy|Drama,2012
19743,96975,LOL (2012),Comedy|Drama|Romance,2012
19746,96991,"Sapphires, The (2012)",Comedy|Drama|Musical,2012
19748,97002,Something from Nothing: The Art of Rap (2012),Documentary|Musical,2012
19752,97024,Rust and Bone (De rouille et d'os) (2012),Drama|Romance,2012
19759,97042,Ishaqzaade (2012),Action|Drama|Romance,2012
19761,97051,Here Comes the Devil (Ahí va el diablo) (2012),Horror|Thriller,2012
19762,97055,7 Below (Seven Below) (2012),Horror|Thriller,2012
19763,97057,Kon-Tiki (2012),Adventure|Documentary|Drama,2012
19764,97059,Katy Perry: Part of Me (2012),Documentary|Drama,2012
19786,97161,California Solo (2012),Drama,2012
19788,97165,"Marshal of Finland, The (Suomen Marsalkka) (2012)",Drama|Romance,2012
19789,97168,Marley (2012),Documentary,2012
19790,97172,Frankenweenie (2012),Animation|Comedy|Horror|IMAX,2012
19794,97186,Sinivalkoinen valhe (2012),Documentary,2012
19795,97188,Sinister (2012),Horror|Thriller,2012
19803,97225,Hotel Transylvania (2012),Animation|Children|Comedy,2012
19805,97230,Side by Side (2012),Documentary,2012
19812,97244,Fat Kid Rules the World (2012),Comedy,2012
19824,97304,Argo (2012),Drama|Thriller,2012
19825,97306,Seven Psychopaths (2012),Comedy|Crime,2012
19826,97308,Nobody Walks (2012),Drama,2012
19829,97324,Atlas Shrugged: Part II (2012),Drama|Mystery|Sci-Fi,2012
19830,97326,Ill Manors (2012),Crime|Drama,2012
19831,97328,Liberal Arts (2012),Comedy|Drama,2012
19837,97384,Arachnoquake (2012),Action|Horror|Sci-Fi,2012
19839,97388,"Farewell, My Queen (Les adieux à la reine) (2012)",Drama|Romance,2012
19841,97393,"House I Live In, The (2012)",Documentary,2012
19842,97395,West of Memphis (2012),Documentary,2012
19844,97401,Terumae romae (Thermae Romae) (2012),Comedy|Sci-Fi,2012
19851,97466,Weight of the Nation (2012),Documentary,2012
19856,97533,"Letter, The (2012)",Drama,2012
19871,97639,How to Survive a Plague (2012),Documentary,2012
19872,97643,[REC]³ 3 Génesis (2012),Horror|Thriller,2012
19874,97648,Gangs of Wasseypur (2012),Crime|Drama,2012
19875,97650,Greystone Park (2012),Horror,2012
19877,97662,Girl in Progress (2012),Comedy|Drama,2012
19878,97665,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),Adventure|Comedy,2012
19881,97673,56 Up (2012),Documentary,2012
19886,97692,We Are Legion: The Story of the Hacktivists (2012),Documentary,2012
19887,97694,"Barrens, The (2012)",Horror,2012
19888,97697,Transit (2012),Crime|Drama|Thriller,2012
19890,97701,Paranormal Activity 4 (2012),Horror|IMAX,2012
19891,97703,You Are God (Jestes Bogiem) (2012),Drama,2012
19894,97709,Tai Chi Zero (2012),Action|Fantasy|Sci-Fi|IMAX,2012
19897,97715,"Babymakers, The (2012)",Adventure|Comedy,2012
19903,97740,"3, 2, 1... Frankie Go Boom (Frankie Go Boom) (2012)",Comedy,2012
19904,97742,Alex Cross (2012),Action|Crime|Mystery|Thriller,2012
19906,97752,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,2012
19914,97773,"Girl, The (2012)",Drama,2012
19915,97775,This Ain't California (2012),Documentary,2012
19916,97779,Steve Jobs: The Lost Interview (2012),Documentary,2012
19918,97785,Silent Hill: Revelation 3D (2012),Horror|Mystery|Thriller,2012
19925,97801,Mann tut was Mann kann (2012),Comedy,2012
19933,97826,"Patience Stone, The (2012)",Drama|War,2012
19935,97832,Chasing Mavericks (2012),Drama,2012
19936,97834,Craigslist Joe (2012),Adventure|Documentary,2012
19937,97836,Here Comes the Boom (2012),Action|Comedy,2012
19943,97858,Mental (2012),Comedy|Drama,2012
19944,97860,Killing Them Softly (2012),Crime|Drama|Thriller,2012
19945,97866,"Imposter, The (2012)",Documentary,2012
19946,97868,"Other Dream Team, The (2012)",Documentary,2012
19947,97870,"Sessions, The (Surrogate, The) (2012)",Drama,2012
19957,97895,What Richard Did (2012),Drama,2012
19960,97904,Smashed (2012),Comedy|Drama,2012
19964,97913,Wreck-It Ralph (2012),Animation|Comedy,2012
19968,97921,Silver Linings Playbook (2012),Comedy|Drama,2012
19969,97923,Flight (2012),Drama,2012
19971,97936,Anna Karenina (2012),Drama,2012
19972,97938,Life of Pi (2012),Adventure|Drama|IMAX,2012
19976,97950,"Man with the Iron Fists, The (2012)",Action|Adventure|Crime,2012
19979,97957,Excision (2012),Crime|Drama|Horror|Thriller,2012
19980,97959,"Other Son, The (Fils de l'autre, Le) (2012)",Drama,2012
19981,97966,Bait (2012),Action|Horror|Thriller,2012
19982,97968,Gallowwalkers (2012),Action|Horror|Sci-Fi|Western,2012
19986,97986,Won't Back Down (2012),Drama,2012
19987,97988,"Bay, The (2012)",Horror|Sci-Fi|Thriller,2012
19989,97998,"Hypnotist, The (Hypnotisören) (2012)",Thriller,2012
19990,98000,Student of the Year (2012),Comedy|Romance,2012
19995,98015,Jack and Diane (2012),Drama|Horror|Romance,2012
19996,98017,"Late Quartet, A (2012)",Drama,2012
20008,98054,Stolen (2012),Action|Crime|Thriller,2012
20009,98056,Amour (2012),Drama|Romance,2012
20013,98065,Brooklyn Castle (2012),Documentary,2012
20022,98087,Cockneys vs Zombies (2012),Comedy|Horror,2012
20023,98107,28 Hotel Rooms (2012),Drama,2012
20024,98109,Citadel (2012),Drama|Horror|Thriller,2012
20025,98111,Dangerous Liaisons (2012),Drama|Mystery|Romance,2012
20027,98116,The Scorpion King 3: Battle for Redemption (2012),Action|Adventure|Fantasy,2012
20029,98122,Indie Game: The Movie (2012),Documentary,2012
20030,98124,"Batman: The Dark Knight Returns, Part 1 (2012)",Action|Animation|Sci-Fi,2012
20031,98126,Capital (Le capital) (2012),Drama,2012
20037,98154,Lincoln (2012),Drama|War,2012
20038,98160,Nature Calls (2012),Comedy,2012
20044,98175,Vamps (2012),Comedy|Horror|Romance,2012
20046,98187,"Naughty Room, The (2012)",Comedy|Drama,2012
20049,98193,"Invisible War, The (2012)",Crime|Documentary|Drama|War,2012
20050,98198,OMG Oh My God! (2012),Comedy|Drama,2012
20052,98203,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",Adventure|Drama|Fantasy|Romance|IMAX,2012
20061,98237,Price Check (2012),Comedy|Drama,2012
20062,98239,Red Dawn (2012),Action|War,2012
20064,98243,Rise of the Guardians (2012),Adventure|Animation|Children|Fantasy|IMAX,2012
20074,98279,"Fantastic Fear of Everything, A (2012)",Comedy,2012
20078,98290,Storage 24 (2012),Horror|Sci-Fi,2012
20080,98296,Deadfall (2012),Crime|Drama|Thriller,2012
20096,98353,Putin's Kiss (2012),Documentary,2012
20098,98361,Byzantium (2012),Drama|Fantasy|Thriller,2012
20099,98363,BuzzKill (2012),Comedy,2012
20101,98369,Halo 4: Forward Unto Dawn (2012),Action|Sci-Fi|Thriller,2012
20102,98373,Step Up Revolution (2012),Musical,2012
20113,98400,Imaginaerum (2012),Fantasy|Musical,2012
20126,98447,Mac & Devin Go to High School (2012),Comedy,2012
20141,98485,Aftermath (2012),Drama|Thriller,2012
20142,98491,Paperman (2012),Animation|Comedy|Romance,2012
20157,98532,Bad Ass (2012),Action|Crime|Drama,2012
20159,98554,"Christmas Story 2, A (2012)",Children|Comedy,2012
20168,98583,Hecho en México (2012),Documentary|Musical,2012
20169,98585,Hitchcock (2012),Drama,2012
20170,98587,Caesar Must Die (Cesare deve morire) (2012),Drama,2012
20187,98629,Purge (Puhdistus) (2012),Drama,2012
20201,98766,Carol Channing: Larger Than Life (2012),Comedy|Documentary|Musical,2012
20207,98797,Barbara (2012),Drama,2012
20208,98799,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",Animation|Comedy,2012
20212,98809,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX,2012
20220,98834,"Fitzgerald Family Christmas, The (2012)",Drama,2012
20221,98836,Hyde Park on Hudson (2012),Comedy|Drama,2012
20222,98838,Lay the Favorite (2012),Comedy,2012
20225,98845,Crooked Arrows (2012),Drama,2012
20241,98933,Yossi (Ha-Sippur Shel Yossi) (2012),Drama|Romance,2012
20247,98956,Barfi! (2012),Comedy|Drama|Romance,2012
20249,98961,Zero Dark Thirty (2012),Action|Drama|Thriller,2012
20250,98963,Neighbouring Sounds (O som ao redor) (2012),Drama|Thriller,2012
20251,98965,Consuming Spirits (2012),Animation|Comedy|Drama|Mystery,2012
20252,98973,Chasing Ice (2012),Documentary,2012
20253,98975,Antiviral (2012),Horror|Sci-Fi|Thriller,2012
20262,99005,Fire with Fire (2012),Action|Crime|Drama,2012
20266,99020,Let Fury Have the Hour (2012),Documentary,2012
20271,99030,Wrong (2012),Comedy|Drama,2012
20272,99041,Young & Wild (Joven y alocada) (2012),Drama,2012
20275,99047,Chained (2012),Horror|Thriller,2012
20279,99058,"Comedy, The (2012)",Drama,2012
20284,99087,Playing for Keeps (2012),Comedy|Romance,2012
20289,99106,"Guilt Trip, The (2012)",Comedy,2012
20291,99110,Save the Date (2012),Comedy|Romance,2012
20292,99112,Jack Reacher (2012),Action|Crime|Thriller,2012
20293,99114,Django Unchained (2012),Action|Drama|Western,2012
20294,99117,This Is 40 (2012),Drama,2012
20301,99143,Cirque du Soleil: Worlds Away (2012),Fantasy|IMAX,2012
20302,99145,"Impossible, The (Imposible, Lo) (2012)",Drama|Thriller,2012
20304,99149,"Misérables, Les (2012)",Drama|Musical|Romance|IMAX,2012
20308,99178,Struck by Lightning (2012),Comedy|Drama,2012
20309,99180,Minecraft: The Story of Mojang (2012),Documentary,2012
20314,99217,Not Fade Away (2012),Drama,2012
20315,99220,Quartet (2012),Comedy|Drama,2012
20316,99222,Silent Night (2012),Horror,2012
20333,99296,Would You Rather (2012),Horror|Thriller,2012
20338,99320,Maximum Conviction (2012),Action|Adventure|Thriller,2012
20348,99349,Kevin Smith: Burn in Hell (2012),Comedy,2012
20351,99364,Move (3 Zimmer/Küche/Bad) (2012),Comedy|Drama,2012
20364,99415,Parental Guidance (2012),Comedy,2012
20365,99417,Sexy Baby (2012),Documentary,2012
20368,99437,John Dies at the End (2012),Comedy|Fantasy|Horror,2012
20374,99450,Sun Kissed (2012),Documentary,2012
20376,99468,"Central Park Five, The (2012)",Documentary,2012
20377,99470,"Collection, The (2012)",Action|Horror|Thriller,2012
20379,99478,FDR: American Badass! (2012),Action|Comedy,2012
20382,99491,Booker's Place: A Mississippi Story (2012),Documentary|Mystery,2012
20388,99513,Waiting for Lightning (2012),Documentary,2012
20394,99525,Soldiers of Fortune (2012),Action|Adventure,2012
20395,99530,Rurouni Kenshin (Rurôni Kenshin: Meiji kenkaku roman tan) (2012),Action|Drama,2012
20397,99537,Extracted (2012),Drama|Sci-Fi,2012
20399,99549,Mansome (2012),Documentary,2012
20407,99574,Promised Land (2012),Drama,2012
20409,99594,Offender (2012),Crime|Thriller,2012
20421,99633,"Sweeney, The (2012)",Action|Crime,2012
20422,99636,English Vinglish (2012),Comedy|Drama,2012
20429,99665,L'homme qui rit (2012),Drama|Fantasy|Romance,2012
20430,99667,Excuse Me for Living (2012),Comedy|Romance,2012
20434,99675,Eat Sleep Die (Äta sova dö) (2012),Drama,2012
20437,99687,"Dark Truth, A (Truth, The) (2012)",Drama|Thriller,2012
20441,99695,Pusher (2012),Crime|Drama,2012
20448,99724,K-11 (2012),Crime|Drama,2012
20449,99726,Ex-Girlfriends (2012),Comedy|Drama,2012
20451,99731,Dabangg 2 (2012),Action|Comedy|Drama|Musical|Romance,2012
20456,99741,"Company You Keep, The (2012)",Thriller,2012
20458,99746,"Samaritan, The (2012)",Drama|Thriller,2012
20460,99750,"Iceman, The (2012)",Crime|Drama|Thriller,2012
20465,99764,It's Such a Beautiful Day (2012),Animation|Comedy|Drama|Fantasy|Sci-Fi,2012
20472,99798,Somewhere in Palilula (Undeva la Palilula) (2012),Drama,2012
20475,99809,"Waiting Room, The (2012)",Documentary,2012
20476,99811,Beware of Mr. Baker (2012),Documentary,2012
20479,99817,Beyond The Hills (2012),Drama,2012
20486,99841,Sister (L'enfant d'en haut) (2012),Crime|Drama,2012
20487,99843,Mea Maxima Culpa: Silence in the House of God (2012),Documentary,2012
20488,99846,Everything or Nothing: The Untold Story of 007 (2012),Documentary,2012
20499,99875,Jesse Stone: Benefit of the Doubt (2012),Crime|Drama,2012
20507,99906,Renoir (2012),Drama|Romance,2012
20514,99922,Careless Love (2012),Drama,2012
20517,99937,Outpost: Black Sun (2012),Action|Horror,2012
20524,99964,Nameless Gangster (Bumchoiwaui junjaeng) (2012),Crime|Thriller,2012
20525,99968,Ginger & Rosa (2012),Drama,2012
20527,99986,Marina Abramovic: The Artist Is Present (2012),Documentary,2012
20529,99992,Shadow Dancer (2012),Crime|Drama|Thriller,2012
20530,99994,Thale (2012),Action|Drama|Horror|Mystery,2012
20531,99996,It's a Disaster (2012),Comedy|Drama,2012
20538,100013,Jason Becker: Not Dead Yet (2012),Documentary,2012
20540,100017,Keep the Lights On (2012),Drama,2012
20541,100032,Beauty Is Embarrassing (2012),Documentary,2012
20543,100036,Crossfire Hurricane (2012),Documentary|Musical,2012
20544,100038,Middle of Nowhere (2012),Drama|Romance,2012
20551,100052,Red Hook Summer (2012),Drama,2012
20557,100068,Comme un chef (2012),Comedy,2012
20559,100072,Metsän tarina (2012),Documentary,2012
20567,100089,Star Wars Uncut: Director's Cut (2012),Action|Animation|Comedy|Sci-Fi|Western,2012
20569,100093,Death Race 3: Inferno (2012),Action|Sci-Fi|Thriller,2012
20574,100106,"Pervert's Guide to Ideology, The (2012)",Documentary,2012
20576,100131,We the Party (2012),Comedy,2012
20579,100143,"End of Love, The (2012)",Drama,2012
20584,100157,Gayby (2012),Comedy|Drama,2012
20585,100159,Sightseers (2012),Comedy,2012
20594,100183,Portrait of Wally (2012),Documentary,2012
20595,100185,Starlet (2012),Drama,2012
20596,100188,Palme (2012),Documentary,2012
20597,100190,Poor Us: An Animated History of Poverty (2012),Animation|Documentary,2012
20599,100194,Jim Jefferies: Fully Functional (EPIX) (2012),Comedy,2012
20608,100226,Why Stop Now (2012),Comedy|Drama,2012
20614,100246,Pretty Sweet (2012),Documentary,2012
20621,100262,Tepenin Ardi (2012),Drama|Thriller,2012
20622,100264,Paziraie Sadeh (2012),Drama,2012
20626,100272,Snow White (Blancanieves) (2012),Drama,2012
20628,100277,Tabu (2012),Drama|Romance,2012
20629,100287,Head Games (2012),Documentary,2012
20636,100302,Upside Down (2012),Drama|Romance|Sci-Fi,2012
20637,100304,"Liability, The (2012)",Action|Thriller,2012
20643,100322,"Baytown Outlaws, The (2012)",Action|Comedy|Crime,2012
20644,100324,LUV (2012),Drama,2012
20645,100326,Stand Up Guys (2012),Comedy|Crime,2012
20646,100328,Le grand soir (2012),Comedy,2012
20653,100344,No (2012),Drama,2012
20655,100356,Now Is Good (2012),Drama|Romance,2012
20659,100365,Call Me Kuchu (2012),Documentary,2012
20664,100385,Midnight's Children (2012),Drama,2012
20669,100397,"ABCs of Death, The (2012)",Horror,2012
20673,100408,Resident Evil: Damnation (2012),Action|Animation|Horror,2012
20680,100436,"Gatekeepers, The (2012)",Documentary,2012
20681,100438,"Glimpse Inside the Mind of Charles Swan III, A (2012)",Comedy,2012
20682,100440,Lore (2012),Drama|Thriller|War,2012
20684,100444,"Rumble in the Air-Conditioned Auditorium: O'Reilly vs. Stewart 2012, The (2012)",Comedy,2012
20687,100450,Battlestar Galactica: Blood & Chrome (2012),Sci-Fi,2012
