,movieId,title,genres,year
41706,157176,A Storm in the Stars (2016),Drama|Romance,2016
41711,157186,Veloce come il vento (2016),Drama,2016
41718,157200,Money Monster (2016),Drama|Thriller,2016
41729,157224,Nine Lives (2016),Comedy,2016
41746,157268,Don't Think Twice (2016),Comedy|Drama,2016
41747,157270,Barbershop: The Next Cut (2016),Comedy,2016
41748,157272,The Preppie Connection (2016),Crime|Drama,2016
41749,157274,The Choice (2016),Drama|Romance,2016
41750,157276,Our Kind of Traitor (2016),Drama|Thriller,2016
41757,157290,Suntan (2016),Comedy|Drama|Romance,2016
41759,157294,Hannibal Takes Edinburgh (2016),(no genres listed),2016
41760,157296,Finding Dory (2016),Adventure|Animation|Comedy,2016
41766,157308,"Houston, We Have a Problem! (2016)",Documentary,2016
41768,157312,The Boss (2016),Comedy,2016
41771,157318,Perfect Strangers (2016),Comedy|Drama,2016
41775,157326,Bastille Day (2016),Action,2016
41776,157328,Kadhalum Kadanthu Pogum (2016),Comedy|Drama|Romance,2016
41778,157332,Ghayal Once Again (2016),(no genres listed),2016
41780,157336,Smothered (2016),Comedy|Horror,2016
41781,157338,Free State of Jones (2016),Action|Drama|Thriller,2016
41782,157340,The Angry Birds Movie (2016),Animation|Comedy,2016
41792,157361,Tickled (2016),Documentary,2016
41803,157385,Geezer (2016),Comedy|Drama,2016
41804,157387,Paradox (2016),Action|Sci-Fi,2016
41808,157399,"New York, New York (2016)",Romance,2016
41809,157401,Onnenonkija (2016),(no genres listed),2016
41812,157407,I Am Wrath (2016),Action|Crime|Drama|Thriller,2016
41821,157432,Precious Cargo (2016),Action|Crime,2016
41841,157498,11.22.63 (2016),Drama|Thriller,2016
41870,157569,Al Final del Túnel (2016),Thriller,2016
41909,157667,Mother's Day (2016),Comedy,2016
41910,157669,Mothers and Daughters (2016),Drama,2016
41911,157671,Manhattan Night (2016),Mystery|Thriller,2016
41925,157699,Snowden (2016),Drama|Thriller,2016
41970,157797,Special Correspondents (2016),Comedy,2016
41989,157835,Sacrifice (2016),Thriller,2016
41994,157845,Cheerleader (2016),(no genres listed),2016
41995,157847,Being Charlie (2016),(no genres listed),2016
41996,157849,Buddymoon (2016),(no genres listed),2016
41997,157851,Team Foxcatcher (2016),Documentary,2016
41998,157853,Patton Oswalt: Talking for Clapping (2016),Comedy,2016
42004,157865,Ratchet & Clank (2016),Action|Adventure|Animation|Children|Comedy|Sci-Fi,2016
42012,157881,Holidays (2016),Comedy|Horror,2016
42038,157955,The Break-In (2016),Drama|Thriller,2016
42039,157957,Short Fuse (2016),Action|Thriller,2016
42040,157959,Term Life (2016),Crime|Drama,2016
42071,158022,Kicking Off (2016),Comedy,2016
42073,158027,SORI: Voice from the Heart (2016),Drama|Sci-Fi,2016
42109,158105,A.R.C.H.I.E. (2016),Children,2016
42163,158238,The Nice Guys (2016),Crime|Mystery|Thriller,2016
42171,158254,Kindergarten Cop 2 (2016),Action|Comedy,2016
42233,158382,The Family Fang (2016),Drama,2016
42237,158390,Restoration (2016),Horror,2016
42243,158402,The Crew (2016),Action,2016
42290,158518,Under the Gun (2016),Documentary,2016
42294,158528,The Shallows (2016),Drama|Thriller,2016
42295,158530,Leatherface (2016),Horror,2016
42296,158532,Sairat (2016),Drama,2016
42300,158540,Papa: Hemingway in Cuba (2016),Drama,2016
42317,158581,My Beloved Bodyguard (2016),Action|Adventure|Drama,2016
42336,158619,The Faith of Anna Waters (2016),Drama|Horror|Mystery|Thriller,2016
42416,158783,The Handmaiden (2016),Drama|Romance|Thriller,2016
42428,158813,Alice Through the Looking Glass (2016),Adventure|Children|Fantasy,2016
42430,158817,Valentine Ever After (2016),Romance,2016
42436,158830,The BFG (2016),Children|Fantasy,2016
42440,158840,Wild (2016),Drama,2016
42441,158842,My Scientology Movie (2016),Documentary,2016
42456,158872,Sausage Party (2016),Animation|Comedy,2016
42460,158880,Love by Chance (2016),Romance,2016
42461,158882,All Yours (2016),Comedy|Drama|Romance,2016
42462,158884,The Bridge Part 2 (2016),Drama,2016
42463,158886,All Things Valentine (2016),Comedy|Romance,2016
42464,158888,Dater's Handbook (2016),Comedy|Drama|Romance,2016
42465,158890,Unleashing Mr. Darcy (2016),Romance,2016
42466,158892,Flower Shop Mystery: Mum's the Word (2016),Children|Mystery,2016
42467,158894,Love on the Sidelines (2016),Comedy|Romance,2016
42468,158896,Love's Complicated (2016),Comedy|Drama|Romance,2016
42469,158898,Love in Paradise (2016),Romance,2016
42497,158954,Me casé con un boludo (2016),Comedy|Romance,2016
42498,158956,Kill Command (2016),Action|Horror|Sci-Fi,2016
42500,158962,The Eyes of My Mother (2016),Drama|Horror,2016
42502,158966,Captain Fantastic (2016),Drama,2016
42505,158972,Toni Erdmann (2016),Drama,2016
42506,158974,Neruda (2016),Drama,2016
42518,159000,My Beautiful Broken Brain (2016),Documentary,2016
42540,159059,The Midnight Man (2016),Crime|Thriller,2016
42541,159061,The Wailing (2016),Mystery|Thriller,2016
42543,159065,Jai Gangaajal (2016),Action|Drama,2016
42549,159077,The Meddler (2016),Comedy|Drama,2016
42553,159085,Finding Mr. Right 2 (2016),Romance,2016
42557,159093,Now You See Me 2 (2016),Action|Comedy|Thriller,2016
42558,159095,Southwest of Salem: The Story of the San Antonio Four (2016),Documentary,2016
42559,159097,The Apology (2016),(no genres listed),2016
42560,159099,The Masked Saint (2016),Action|Crime,2016
42566,159111,The Curse of Sleeping Beauty (2016),Fantasy|Mystery|Thriller,2016
42567,159113,Highly Strung (2016),(no genres listed),2016
42568,159115,Chongqing Hot Pot (2016),Drama,2016
42587,159153,The Land Before Time XIV: Journey of the Brave (2016),Adventure|Animation|Children,2016
42588,159155,The Division: Agent Origins (2016),Action,2016
42591,159161,Ali Wong: Baby Cobra (2016),(no genres listed),2016
42592,159163,The Other Side of the Wind (2016),Comedy|Drama,2016
42604,159191,Julieta (2016),Drama,2016
42605,159193,Café Society (2016),Comedy|Drama|Romance,2016
42606,159195,"I, Daniel Blake (2016)",Drama,2016
42619,159221,Bad Guys Always Die (2016),Action|Comedy,2016
42620,159223,The Pack (2016),Horror|Thriller,2016
42630,159249,Girls Lost (2016),Drama,2016
42636,159261,The Yard (2016),(no genres listed),2016
42637,159263,Under the Pyramid (2016),Adventure|Drama|Thriller,2016
42649,159313,Pyromaniac (2016),(no genres listed),2016
42658,159335,Grand Hotel (2016),(no genres listed),2016
42662,159345,Beyond Sleep (2016),(no genres listed),2016
42668,159359,The Day Will Come (2016),Drama,2016
42684,159399,Lamb (2016),Drama,2016
42685,159401,Kóblic (2016),Crime,2016
42690,159411,KISS Rocks Vegas (2016),Documentary,2016
42692,159415,Swiss Army Man (2016),Comedy|Drama|Romance,2016
42694,159419,A Violent Prosecutor (2016),Comedy|Crime,2016
42702,159437,Azhar (2016),Drama,2016
42704,159441,The Do-Over (2016),Comedy,2016
42706,159445,Nise: The Heart of Madness (2016),(no genres listed),2016
42707,159447,Before I Wake (2016),Horror|Thriller,2016
42709,159451,Graduation (2016),Drama,2016
42717,159482,The Bandit Hound (2016),Comedy,2016
42718,159484,Life on the Line (2016),Action,2016
42752,159606,Kapoor and Sons (2016),Drama,2016
42762,159626,Zoombies (2016),Action|Horror|Sci-Fi,2016
42768,159638,Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper (2016),Documentary,2016
42775,159652,Chicken (2016),Drama,2016
42792,159690,Teenage Mutant Ninja Turtles: Out of the Shadows (2016),Action|Adventure|Comedy,2016
42795,159696,The Darkness (2016),Horror|Thriller,2016
42805,159717,The Fundamentals of Caring (2016),Drama,2016
42807,159721,Brexit: The Movie (2016),Documentary,2016
42813,159735,Sin Filtro (2016),Comedy,2016
42820,159755,Popstar: Never Stop Never Stopping (2016),Comedy,2016
42829,159779,A Midsummer Night's Dream (2016),(no genres listed),2016
42831,159784,United States of Love (2016),Drama,2016
42837,159799,Dark Signal (2016),Horror,2016
42850,159827,All the Way (2016),Drama,2016
42859,159849,Bo Burnham: Make Happy (2016),Comedy,2016
42863,159858,The Conjuring 2 (2016),Horror,2016
42883,159917,Weiner (2016),Documentary,2016
42900,159970,Never Back Down: No Surrender (2016),Action|Drama,2016
42901,159972,Approaching the Unknown (2016),Drama|Sci-Fi|Thriller,2016
42903,159976,Pelé: Birth of a Legend (2016),Drama,2016
42918,160012,Andron (2016),Action|Sci-Fi,2016
42922,160020,The Witness (2016),Documentary,2016
42937,160056,Hard Sell (2016),Drama,2016
42949,160080,Ghostbusters (2016),Action|Comedy|Horror|Sci-Fi,2016
42951,160084,Henry Gamble's Birthday Party (2016),Drama,2016
42963,160112,Cell (2016),Horror|Sci-Fi,2016
42969,160124,A Dragon Arrives! (2016),(no genres listed),2016
42977,160141,Girl in Woods (2016),Drama|Horror|Thriller,2016
42981,160149,Complete Unknown (2016),Drama,2016
42987,160161,Bang Gang (A Modern Love Story) (2016),Drama,2016
42990,160169,The Asian Connection (2016),Action,2016
42997,160183,The Art of Organized Noize (2016),Documentary,2016
43002,160193,Adam Green's Aladdin (2016),Comedy|Fantasy,2016
43005,160201,La pazza gioia (2016),Comedy|Drama,2016
43021,160236,Be Somebody (2016),Comedy|Romance,2016
43036,160271,Central Intelligence (2016),Action|Comedy,2016
43045,160289,O.J.: Made in America (2016),Documentary,2016
43046,160291,"Mother, May I Sleep with Danger? (2016)",Thriller,2016
43051,160301,Udta Punjab (2016),Crime|Drama|Thriller,2016
43058,160317,Roots (2016),(no genres listed),2016
43059,160319,We are Twisted Fucking Sister! (2016),Documentary,2016
43078,160360,How to Let Go of the World and Love All the Things Climate Can't Change (2016),Documentary,2016
43086,160380,Suited (2016),(no genres listed),2016
43096,160400,Genius (2016),Drama,2016
43104,160416,Fantastic Lies (2016),Documentary,2016
43109,160426,Internet Famous (2016),(no genres listed),2016
43114,160436,Te3n (2016),Thriller,2016
43115,160438,Jason Bourne (2016),Action,2016
43133,160474,Adventures in Babysitting (2016),Comedy,2016
43146,160515,Dead 7 (2016),Horror|Western,2016
43153,160533,Adult Life Skills (2016),Comedy|Drama,2016
43161,160553,De Palma (2016),Documentary,2016
43162,160555,Raman Raghav 2.0 (2016),Crime|Thriller,2016
43164,160559,Minimalism: A Documentary About the Important Things (2016),Documentary,2016
43166,160563,The Legend of Tarzan (2016),Action|Adventure,2016
43167,160565,The Purge: Election Year (2016),Action|Horror|Sci-Fi,2016
43168,160567,Mike & Dave Need Wedding Dates (2016),Comedy,2016
43169,160569,Ice Age: Collision Course (2016),Adventure|Animation|Children|Comedy,2016
43170,160571,Lights Out (2016),Horror,2016
43171,160573,Pete's Dragon (2016),Adventure|Children|Fantasy,2016
43172,160575,Mythica: The Iron Crown (2016),Fantasy,2016
43175,160581,The Duel (2016),Action|Drama|Western,2016
43178,160588,Boom Bust Boom (2016),Documentary,2016
43180,160596,Les Tuche 2 : Le Rêve Américain (2016),Comedy,2016
43192,160644,Indignation (2016),Drama,2016
43193,160646,Goat (2016),Drama,2016
43194,160648,Black Mountain Side (2016),Horror|Thriller,2016
43198,160656,Tallulah (2016),Drama,2016
43207,160674,The ReZort (2016),Horror,2016
43209,160678,The Phenom (2016),Drama,2016
43212,160684,Marauders (2016),Action,2016
43220,160700,Carnage Park (2016),Action|Crime|Horror|Thriller,2016
43224,160710,Absolutely Fabulous: The Movie (2016),Comedy,2016
43228,160718,Piper (2016),Animation,2016
43232,160726,Fastball (2016),Documentary,2016
43253,160770,Traded (2016),Western,2016
43264,160794,Quarantine L.A. (2016),Action|Horror,2016
43265,160796,The Asylum (2016),Action|Horror|Mystery|Sci-Fi|Thriller,2016
43288,160844,Lifeline (2016),Thriller,2016
43290,160848,The Red Turtle (2016),Animation,2016
43296,160860,The Dog Lover (2016),Drama,2016
43297,160862,Notes on Blindness (2016),Documentary,2016
43301,160872,Satanic (2016),Horror,2016
43302,160874,"Life, Animated (2016)",Animation|Documentary,2016
43303,160876,The Innocents (2016),Drama,2016
43306,160882,Three (2016),Crime,2016
43313,160896,Fittest On Earth (The Story Of The 2015 Reebok CrossFit Games) (2016),Documentary,2016
43314,160898,Contrato Vitalício (2016),Adventure|Comedy,2016
43342,160954,Nerve (2016),Drama|Thriller,2016
43343,160956,Code of Honor (2016),Action,2016
43355,160980,Sully (2016),Drama,2016
43356,160982,Slack Bay (2016),Comedy|Drama,2016
43357,160984,The Son of Joseph (2016),Comedy|Drama,2016
43359,160988,The Student (2016),Drama,2016
43360,160990,It's Only the End of the World (2016),Drama,2016
43361,160992,Aloys (2016),Drama|Fantasy,2016
43372,161024,Jim Jefferies: Freedumb (2016),Comedy,2016
43373,161026,Dirty Lies (2016),Action|Crime|Drama|Thriller,2016
43377,161034,Sultan (2016),Action|Drama,2016
43390,161060,Goldstone (2016),Crime|Thriller,2016
43391,161062,Un homme à la hauteur (2016),Comedy|Romance,2016
43394,161068,Countdown (2016),Action,2016
43397,161074,Lake Eerie (2016),Horror|Sci-Fi|Thriller,2016
43399,161078,The Last King (2016),Action|Adventure|Drama,2016
43407,161094,Nil Battey Sannata (2016),Drama,2016
43418,161117,Fender Bender (2016),Horror|Thriller,2016
43422,161127,The Infiltrator (2016),Crime|Drama,2016
43424,161131,War Dogs (2016),Comedy,2016
43435,161153,Pali Road (2016),Drama|Fantasy|Mystery|Romance|Thriller,2016
43436,161155,Sunspring (2016),Sci-Fi,2016
43437,161157,Friday (Pyatnitsa) (2016),Comedy,2016
43438,161159,Mono (2016),Comedy,2016
43441,161165,Back in the Day (2016),Drama,2016
43443,161169,Undrafted (2016),Children|Comedy|Drama,2016
43445,161173,Outlaws and Angels (2016),Drama|Thriller|Western,2016
43447,161177,Brahman Naman (2016),Comedy,2016
43448,161179,To Steal from a Thief (2016),Crime|Thriller,2016
43449,161181,A Beautiful Planet (2016),Documentary,2016
43452,161190,Daniel Tosh: People Pleaser (2016),Comedy,2016
43474,161240,Looking: The Movie (2016),Comedy|Drama|Romance,2016
43495,161282,Emma's Chance (2016),Children|Drama,2016
43496,161284,Boost (2016),Action|Crime|Drama,2016
43498,161288,Cyborg X (2016),Action|Horror,2016
43499,161290,Vigilante Diaries (2016),Action,2016
43503,161298,Ghostheads (2016),Documentary,2016
43505,161302,Traders (2016),Thriller,2016
43506,161304,On the Brain (2016),Crime|Horror|Thriller,2016
43510,161312,Rebirth (2016),Thriller,2016
43517,161328,Dear Eleanor (2016),Adventure|Comedy|Drama,2016
43519,161332,I Am Belfast (2016),Documentary,2016
43520,161334,Tony Robbins: I Am Not Your Guru (2016),Documentary,2016
43521,161336,Author: The JT LeRoy Story (2016),Documentary,2016
43527,161348,The Love Witch (2016),Drama|Horror|Thriller,2016
43530,161354,Batman: The Killing Joke (2016),Action|Animation|Crime|Drama,2016
43620,161580,Bad Moms (2016),Comedy,2016
43621,161582,Hell or High Water (2016),Crime|Drama,2016
43622,161584,Southside With You (2016),Drama|Romance,2016
43623,161586,Little Men (2016),Drama,2016
43624,161588,Meet the Blacks (2016),Comedy|Horror,2016
43626,161592,Terra Formars (2016),Action|Horror|Sci-Fi,2016
43627,161594,Kingsglaive: Final Fantasy XV (2016),Action|Adventure|Animation|Drama|Fantasy|Sci-Fi,2016
43628,161596,Back to Mom's (2016),Comedy,2016
43632,161604,Ghost Team (2016),(no genres listed),2016
43634,161608,Madaari (2016),Thriller,2016
43640,161620,Clash (2016),(no genres listed),2016
43646,161634,Don't Breathe (2016),Thriller,2016
43647,161636,The Pills - Sempre meglio che lavorare (2016),Comedy,2016
43651,161644,Coco (2016),Drama,2016
43652,161646,The Death and Life of Otto Bloom (2016),(no genres listed),2016
43654,161650,47 Meters Down (2016),Horror|Thriller,2016
43655,161652,Trivisa (2016),Crime|Drama|Thriller,2016
43656,161654,Scare Campaign (2016),Comedy|Horror,2016
43658,161658,Hillary's America: The Secret History Of The Democratic Party (2016),(no genres listed),2016
43659,161660,Gut zu Vögeln (2016),Comedy|Romance,2016
43668,161680,American Hostage (2016),Crime|Drama|Thriller,2016
43670,161684,River (2016),Thriller,2016
43671,161686,The Call Up (2016),Action|Adventure|Sci-Fi,2016
43694,161738,The Wild Life (2016),Adventure|Animation|Comedy,2016
43701,161758,Imagine You & Me (2016),Comedy|Romance,2016
43709,161776,Blood Moon (2016),Comedy|Horror|Thriller,2016
43711,161780,Huset (2016),Horror|Thriller|War,2016
43747,161852,King Cobra (2016),Crime|Drama,2016
