,movieId,title,genres,year
23286,109578,Non-Stop (2014),Action|Mystery|Thriller,2014
23315,109673,300: Rise of an Empire (2014),Action|Drama|War|IMAX,2014
23328,109713,Star Wars: Threads of Destiny (2014),Action|Adventure|Sci-Fi,2014
23332,109723,"Bag Man, The (2014)",Crime|Drama|Thriller,2014
23339,109740,Obvious Child (2014),Comedy|Romance,2014
23353,109786,Carmina and Amen (Carmina y amén) (2014),Comedy|Drama,2014
23354,109788,Bad Country (2014),Action|Crime|Drama|Thriller,2014
23372,109846,Mr. Peabody & Sherman (2014),Adventure|Animation|Comedy,2014
23374,109850,Need for Speed (2014),Action|Crime|Drama|IMAX,2014
23375,109853,Barefoot (2014),Comedy|Drama|Romance,2014
23378,109864,Veronica Mars (2014),Comedy|Crime|Drama,2014
23388,109897,Son of God (2014),Drama,2014
23414,109971,Ocho apellidos vascos (2014),Comedy,2014
23443,110063,Le crocodile du Botswanga (2014),Comedy,2014
23452,110102,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX,2014
23461,110127,Noah (2014),Adventure|Drama|IMAX,2014
23462,110130,"Nut Job, The (2014)",Adventure|Animation|Children|Comedy,2014
23463,110132,Avengers Confidential: Black Widow & Punisher (2014),Action|Animation|Sci-Fi,2014
23467,110140,Takedown: The DNA of GSP (2014),Documentary,2014
23510,110273,Diplomacy (Diplomatie) (2014),Drama|War,2014
23515,110286,13 Sins (2014),Horror|Thriller,2014
23518,110295,"Legend of Hercules, The (2014)",Action|Adventure,2014
23519,110297,Muppets Most Wanted (2014),Adventure|Comedy|Crime,2014
23526,110322,Dom Hemingway (2014),Comedy|Crime|Drama,2014
23536,110350,Free to Play (2014),Documentary,2014
23544,110377,Fiston (2014),Comedy,2014
23559,110426,In the Blood (2014),Action|Crime|Thriller,2014
23570,110451,"Quiet Ones, The (2014)",Horror,2014
23571,110453,Draft Day (2014),Drama,2014
23586,110501,The Raid 2: Berandal (2014),Action|Crime|Thriller,2014
23604,110553,The Amazing Spider-Man 2 (2014),Action|Sci-Fi|IMAX,2014
23610,110566,Son of Batman (2014),Action|Adventure|Animation|Crime|Fantasy,2014
23615,110586,Calvary (2014),Comedy|Drama,2014
23622,110603,God's Not Dead (2014),Drama,2014
23626,110611,Cold in July (2014),Drama|Thriller,2014
23634,110639,"Beauty and the Beast (Belle et la bête, La) (2014)",Fantasy|Romance,2014
23637,110645,"Witching and Bitching (Brujas de Zugarramurdi, Las) (2014)",Comedy|Fantasy,2014
23642,110655,Rio 2 (2014),Adventure|Animation|Children|Comedy,2014
23644,110669,"Honest Liar, An (2014)",Comedy|Documentary,2014
23647,110675,In Your Eyes (2014),Drama|Fantasy|Romance,2014
23648,110678,Bears (2014),Documentary,2014
23654,110730,Transcendence (2014),Drama|Sci-Fi|IMAX,2014
23660,110750,Heaven Is for Real (2014),Drama,2014
23667,110771,"Other Woman, The (2014)",Comedy|Romance,2014
23668,110773,"Haunted House 2, A (2014)",Comedy|Horror,2014
23681,110809,Vampire Academy (2014),Action|Comedy|Fantasy,2014
23688,110826,Brick Mansions (2014),Action|Crime|Drama,2014
23711,110899,Rage (2014),Action|Crime|Thriller,2014
23719,110966,Garden Lovers (Eedenistä pohjoiseen) (2014),Documentary,2014
23720,110968,Pompeii (2014),Action|Adventure|Drama,2014
23741,111113,Neighbors (2014),Comedy,2014
23750,111146,Alpha and Omega 3: The Great Wolf Games (2014),Action|Adventure|Animation|Children|Comedy,2014
23760,111243,20 Ft Below: The Darkness Descending (20ft Below: The Darkness Descending) (2014),Thriller,2014
23768,111259,Good People (2014),Drama|Thriller,2014
23783,111320,Mom's Night Out (2014),Comedy,2014
23794,111360,Lucy (2014),Action|Sci-Fi,2014
23795,111362,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi,2014
23796,111364,Godzilla (2014),Action|Adventure|Sci-Fi|IMAX,2014
23800,111375,Walk of Shame (2014),Comedy,2014
23805,111389,Kid Cannabis (2014),Drama,2014
23812,111436,Jim Gaffigan: Obsessed (2014),Comedy,2014
23813,111439,Legends of Oz: Dorothy's Return (2014),Animation|Children|Musical,2014
23814,111441,"Lady in Number 6: Music Saved My Life, The (2014)",Documentary|Drama,2014
23815,111443,Chef (2014),Comedy,2014
23823,111460,Rosemary's Baby (2014),Horror|Thriller,2014
23833,111517,10.000 Km (Long Distance) (2014),Drama|Romance,2014
23834,111519,Johnny Express (2014),Animation|Comedy|Sci-Fi,2014
23835,111523,50 Kisses (2014),Comedy|Drama|Horror|Romance|Sci-Fi,2014
23838,111529,"Normal Heart, The (2014)",Drama,2014
23857,111587,Turks & Caicos (2014),Drama|Mystery|Thriller,2014
23858,111589,Salting the Battlefield (2014),Drama|Mystery|Thriller,2014
23863,111601,Die Fischerin (2014),Drama,2014
23866,111617,Blended (2014),Comedy,2014
23868,111624,Kelly & Cal (2014),Comedy|Drama,2014
23869,111626,"Brony Tale, A (2014)",Documentary,2014
23882,111659,Maleficent (2014),Action|Adventure|Children|IMAX,2014
23883,111661,"Two Faces of January, The (2014)",Thriller,2014
23884,111663,Zombeavers (2014),Action|Comedy|Horror,2014
23906,111726,Scooby-Doo! WrestleMania Mystery (2014),Animation|Children,2014
23910,111743,A Million Ways to Die in the West (2014),Comedy|Western,2014
23916,111759,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,2014
23918,111764,Serial (Bad) Weddings (Qu'est-ce Qu'on An Fit Au Bon Dieu?) (2014),Comedy|Romance,2014
23930,111795,Million Dollar Arm (2014),Comedy|Drama,2014
23937,111815,Once Upon a Time in Shanghai (2014),Crime,2014
23942,111844,Bad Asses (Bad Ass 2) (2014),Action|Drama,2014
23948,111856,7500 (2014),Action|Horror|Mystery|Thriller,2014
23951,111872,Black Coffee (2014),Comedy|Romance,2014
23961,111913,Lilting (2014),Drama,2014
23965,111921,The Fault in Our Stars (2014),Drama|Romance,2014
23991,112070,Maps to the Stars (2014),Drama,2014
23997,112083,"Case Against 8, The (2014)",Documentary,2014
24006,112112,Back in the Day (2014),Comedy,2014
24009,112138,22 Jump Street (2014),Action|Comedy|Crime,2014
24012,112171,"Equalizer, The (2014)",Action|Crime|Thriller,2014
24014,112175,How to Train Your Dragon 2 (2014),Action|Adventure|Animation,2014
24018,112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama,2014
24025,112212,Blood Shed (2014),Horror,2014
24049,112279,Doc of the Dead (2014),Documentary,2014
24052,112288,Coming Home (Gui lai) (2014),Drama,2014
24053,112290,Boyhood (2014),Drama,2014
24055,112297,Tillbaka till Bromma (2014),Comedy,2014
24058,112303,Think Like a Man Too (2014),Comedy|Romance,2014
24061,112316,Jersey Boys (2014),Drama|Musical,2014
24067,112334,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",Documentary,2014
24078,112370,Transformers: Age of Extinction (2014),Action|Adventure|Sci-Fi,2014
24088,112404,Jack Strong (2014),Action|Crime|Thriller,2014
24091,112412,Perfect Sisters (2014),Drama|Mystery,2014
24094,112421,Frank (2014),Comedy|Drama|Mystery,2014
24097,112432,Sound of Redemption: The Frank Morgan Story (2014),Documentary|Drama|Musical,2014
24099,112436,Very Good Girls (2014),Drama,2014
24105,112450,They Came Together (2014),Comedy|Romance,2014
24106,112452,Questioning Darwin (2014),Documentary,2014
24109,112460,Planes: Fire & Rescue (2014),Adventure|Animation|Comedy,2014
24118,112481,Mrs. Brown's Boys D'Movie (2014),Comedy,2014
24121,112488,"Gunfighter, The (2014)",Action|Comedy|Western,2014
24124,112497,Tammy (2014),Comedy,2014
24130,112515,"Babadook, The (2014)",Drama|Horror|Thriller,2014
24132,112519,Killer Legends (2014),Crime|Documentary,2014
24139,112550,White God (Fehér isten) (2014),Drama,2014
24140,112552,Whiplash (2014),Drama,2014
24142,112556,Gone Girl (2014),Drama|Thriller,2014
24148,112580,"Angriest Man in Brooklyn, The (2014)",Comedy|Drama,2014
24149,112582,Life Itself (2014),Documentary,2014
24152,112591,Finding Fela! (2014),Documentary,2014
24154,112596,Missing William (2014),Drama,2014
24159,112610,"Sunfish, The (Klumpfisken) (2014)",Drama,2014
24165,112623,Dawn of the Planet of the Apes (2014),Sci-Fi,2014
24170,112642,Gun Woman (2014),Action|Thriller,2014
24174,112653,"Battered Bastards of Baseball, The (2014)",Documentary,2014
24179,112667,Bullet (2014),Action|Crime|Thriller,2014
24195,112727,Deliver Us from Evil (2014),Crime|Horror|Thriller,2014
24202,112749,And So It Goes (2014),Comedy|Drama|Romance,2014
24203,112751,Ju-on: The Beginning of the End (Ju-on: Owari no hajimari) (2014),Horror,2014
24205,112759,Healing (2014),Drama,2014
24208,112767,Premature (2014),Comedy,2014
24217,112788,Sex Tape (2014),Comedy,2014
24223,112804,I Origins (2014),Drama|Sci-Fi,2014
24229,112818,"Purge: Anarchy, The (2014)",Action|Horror|Thriller,2014
24236,112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,2014
24241,112868,"Signal, The (2014)",Sci-Fi|Thriller,2014
24247,112890,Jimmy's Hall (2014),Drama,2014
24250,112897,The Expendables 3 (2014),Action|Adventure,2014
24252,112903,Gunday (2014),Action|Crime|Drama,2014
24254,112907,"Villain, The (Ek Villain) (2014)",Action|Romance|Thriller,2014
24256,112911,Hercules (2014),Action|Adventure,2014
24257,112913,Monty Python Live (Mostly) (2014),Animation|Comedy|Musical,2014
24258,112921,Once My Mother (2014),Documentary,2014
24264,112940,A Most Wanted Man (2014),Thriller,2014
24267,112946,Wish I Was Here (2014),Comedy|Drama,2014
24281,112988,Lust for Love (2014),Comedy|Romance,2014
24307,113062,Hellion (2014),Drama|Thriller,2014
24308,113064,"Trip to Italy, The (2014)",Comedy|Drama,2014
24311,113071,Earth to Echo (2014),Adventure|Children|Sci-Fi,2014
24316,113089,Maidentrip (2014),Documentary,2014
24317,113092,Kidnapped For Christ (2014),Documentary,2014
24320,113103,Step Up All In (2014),Drama|Musical|Romance,2014
24324,113112,Video Games: The Movie (2014),Documentary,2014
24325,113122,"Girl Who Talked to Dolphins, The (2014)",Documentary,2014
24328,113130,Sharktopus vs. Pteracuda (2014),Sci-Fi,2014
24336,113159,Life After Beth (2014),Comedy|Horror|Romance,2014
24343,113188,"Rover, The (2014)",Crime|Drama,2014
24349,113207,Get on Up (2014),Drama|Musical,2014
24356,113225,Magic in the Moonlight (2014),Comedy|Drama|Romance,2014
24363,113240,Winter Sleep (Kis Uykusu) (2014),Drama,2014
24366,113250,In Order of Disappearance (Kraftidioten) (2014),Action|Comedy|Crime|Thriller,2014
24367,113252,Housebound (2014),Comedy|Horror|Thriller,2014
24372,113275,The Hundred-Foot Journey (2014),Comedy|Drama,2014
24373,113278,Batman: Assault on Arkham (2014),Action|Animation|Crime|Thriller,2014
24387,113315,Zero Motivation (Efes beyahasei enosh) (2014),Comedy|Drama,2014
24395,113348,Teenage Mutant Ninja Turtles (2014),Action|Adventure|Comedy,2014
24397,113352,Death in Buenos Aires (Muerte en Buenos Aires) (2014),Crime|Drama|Romance,2014
24400,113364,Rob the Mob (2014),Crime|Drama,2014
24404,113376,"Reckoning, The (2014)",Crime|Mystery|Thriller,2014
24405,113378,"Giver, The (2014)",Drama|Sci-Fi,2014
24408,113416,Revenge of the Green Dragons (2014),Action|Crime|Drama,2014
24417,113453,Let's Be Cops (2014),Comedy|Crime,2014
24423,113470,"Necessary War, The (2014)",Documentary,2014
24432,113499,Antboy II: Revenge of the Red Fury (Antboy: Den Røde Furies Hævn) (2014),Adventure|Children|Comedy|Fantasy,2014
24433,113501,Appleseed Alpha (2014),Action|Animation|Sci-Fi,2014
24440,113521,Bad Johnson (2014),Comedy|Fantasy,2014
24444,113532,"Inbetweeners 2, The (2014)",Comedy,2014
24455,113557,Age of Tomorrow (2014),Action|Sci-Fi|Thriller,2014
24461,113573,Sin City: A Dame to Kill For (2014),Action|Crime|Thriller,2014
24462,113575,Authors Anonymous (2014),Comedy|Drama|Romance,2014
24467,113604,If I Stay (2014),Drama,2014
24478,113640,"Canal, The (2014)",Horror|Thriller,2014
24493,113696,Are You Here (2014),Comedy,2014
24496,113703,Welcome to New York (2014),Drama,2014
24497,113705,"Two Days, One Night (Deux jours, une nuit) (2014)",Drama,2014
24498,113707,Kummeli V (2014),Comedy,2014
24517,113767,Cantinflas (2014),Drama,2014
24518,113769,"Pyramid, The (2014)",Horror,2014
24519,113771,Exists (2014),Horror,2014
24522,113778,Cat Run 2 (2014),Action,2014
24523,113780,"As Above, So Below (2014)",Horror|Thriller,2014
24527,113795,"Blast, A (2014)",Drama|Thriller,2014
24537,113829,"One I Love, The (2014)",Comedy|Drama|Romance,2014
24539,113834,Piripäiväkirja (2014),Documentary,2014
24547,113851,El Niño (2014),Drama|Thriller,2014
24552,113862,"Guest, The (2014)",Thriller,2014
24554,113866,Leprechaun: Origins (2014),Horror,2014
24555,113868,To Be Takei (2014),Documentary,2014
24557,113889,Angry Video Game Nerd: The Movie (2014),Adventure|Comedy|Sci-Fi,2014
24568,113938,Nixon by Nixon: In His Own Words (2014),Documentary,2014
24577,113970,Mi Amigo Hugo (2014),Documentary,2014
24590,114007,Before I Go to Sleep (2014),Mystery|Thriller,2014
24591,114009,PAY 2 PLAY: Democracy's High Stakes (2014),Comedy|Documentary,2014
24593,114013,Atlas Shrugged: Who Is John Galt? (Atlas Shrugged: Part III) (2014),Drama|Mystery|Sci-Fi,2014
24596,114028,Pride (2014),Comedy|Drama,2014
24597,114033,Into the Storm (2014),Action|Thriller,2014
24598,114035,"Calling, The (2014)",Thriller,2014
24601,114044,Honeymoon (2014),Horror,2014
24602,114046,God's Pocket (2014),Drama,2014
24604,114060,The Drop (2014),Crime|Drama|Thriller,2014
24607,114066,"20,000 Days on Earth (2014)",Documentary|Drama|Musical,2014
24608,114068,Captivated (2014),Documentary,2014
24609,114070,"Good Job:  Stories of the FDNY, A (2014)",Documentary,2014
24611,114074,The Skeleton Twins (2014),Drama,2014
24612,114078,Seinto Seiya: Legend of Sanctuary (Seinto Seiya: Legend of Sanctuary) (2014),Animation,2014
24640,114180,"Maze Runner, The (2014)",Action|Mystery|Sci-Fi,2014
24641,114182,No Good Deed (2014),Thriller,2014
24642,114184,Camp X-Ray (2014),Drama,2014
24658,114242,Sharknado 2: The Second One (2014),Horror|Sci-Fi|Thriller,2014
24659,114244,"Riot Club, The (2014)",Drama|Thriller,2014
24660,114246,"Walk Among the Tombstones, A (2014)",Action|Crime|Mystery|Thriller,2014
24662,114250,My Old Lady (2014),Comedy|Drama,2014
24664,114254,1971 (2014),Documentary,2014
24665,114256,"Other One, The (2014)",Drama|Mystery,2014
24666,114261,Affluenza (2014),Drama,2014
24667,114263,700 Sundays (2014),Comedy,2014
24668,114265,Laggies (2014),Comedy|Romance,2014
24673,114277,God Help the Girl (2014),Drama|Musical|Romance,2014
24674,114280,Misconception (2014),Documentary,2014
24675,114282,"Last Season, The (2014)",Documentary,2014
24680,114329,What We Did on Our Holiday (2014),Comedy,2014
24684,114337,Dead Within (2014),Drama|Horror|Thriller,2014
24686,114342,Force Majeure (Turist) (2014),Drama,2014
24702,114392,"Homesman, The (2014)",Drama|Western,2014
24704,114396,Cesar Chavez (2014),Drama,2014
24710,114426,Trailer Park Boys: Don't Legalize It (2014),Comedy|Crime|Drama,2014
24714,114436,"World of Kanako, The (Kawaki.) (2014)",Crime|Drama|Mystery,2014
24715,114439,"November Man, The (2014)",Action|Crime|Thriller,2014
24719,114459,White Bird in a Blizzard (2014),Drama|Romance|Thriller,2014
24723,114486,"Electric Boogaloo: The Wild, Untold Story of Cannon Films (2014)",Comedy|Documentary,2014
24724,114489,"Occupants, The (2014)",Thriller,2014
24725,114492,Not Cool (2014),Comedy,2014
24726,114494,Who Am I (Kein System Ist Sicher) (2014),Thriller,2014
24733,114550,When Animals Dream (Når dyrene drømmer) (2014),Drama|Horror|Mystery,2014
24734,114552,"Boxtrolls, The (2014)",Adventure|Animation|Children|Comedy|Fantasy,2014
24752,114601,This Is Where I Leave You (2014),Comedy|Drama,2014
24762,114635,"Look of Silence, The (2014)",Documentary,2014
24767,114659,Cabin Fever: Patient Zero (2014),Horror|Sci-Fi|Thriller,2014
24768,114662,American Sniper (2014),Action|War,2014
24769,114667,Fort Bliss (2014),Drama|War,2014
24770,114670,Tusk (2014),Comedy|Drama|Horror,2014
24773,114678,Hector and the Search for Happiness (2014),Adventure|Comedy|Drama,2014
24778,114692,"Overnighters, The (2014)",Documentary|Drama,2014
24782,114700,"Tribe, The (Plemya) (2014)",Crime|Drama,2014
24784,114704,Space Station 76 (2014),Comedy|Drama|Sci-Fi,2014
24785,114707,Horns (2014),Horror|Mystery,2014
24786,114713,Annabelle (2014),Horror,2014
24796,114758,Open Windows (2014),Crime|Thriller,2014
24797,114760,Happy Christmas (2014),Comedy|Drama,2014
24798,114762,Two Night Stand (2014),Comedy|Romance,2014
24808,114795,Dracula Untold (2014),Action|Drama|Fantasy,2014
24815,114818,Stretch (2014),Action|Comedy|Crime,2014
24822,114847,Autómata (Automata) (2014),Sci-Fi|Thriller,2014
24823,114849,The Prince (2014),Action|Thriller,2014
24845,114925,"Captive, The (2014)",Crime|Drama|Thriller,2014
24846,114928,"Scribbler, The (2014)",Sci-Fi|Thriller,2014
24849,114935,Predestination (2014),Action|Mystery|Sci-Fi|Thriller,2014
24853,114958,Moomins on the Riviera (Muumit Rivieralla) (2014),Animation|Children|Comedy,2014
24874,115071,Jackass Presents: Bad Grandpa .5 (2014),Comedy|Documentary,2014
24883,115122,What We Do in the Shadows (2014),Comedy|Horror,2014
24884,115130,The Dark Horse (2014),Drama,2014
24886,115135,Corn Island (Simindis kundzuli) (2014),Drama,2014
24889,115143,"Newburgh Sting, The (2014)",Documentary,2014
24891,115147,The Best of Me (2014),Drama|Romance,2014
24892,115149,John Wick (2014),Action|Thriller,2014
24893,115151,Plastic (2014),Action|Crime,2014
24895,115162,Reclaim (2014),Drama|Thriller,2014
24898,115170,"Judge, The (2014)",Drama,2014
24899,115172,"Disappearance of Eleanor Rigby: Them, The (2014)",Drama,2014
24900,115174,Love Is Strange (2014),Drama,2014
24904,115203,"Culture High, The (2014)",Documentary,2014
24905,115205,Recipe for Love (2014),Romance,2014
24907,115210,Fury (2014),Action|Drama|War,2014
24908,115212,My Boyfriends' Dogs (2014),Comedy,2014
24909,115216,"Salvation, The (2014)",Drama|Western,2014
24911,115220,Grace of Monaco (2014),Drama|Romance,2014
24913,115231,St. Vincent (2014),Comedy,2014
24915,115235,Young Ones (2014),Drama|Sci-Fi|Western,2014
24917,115240,Land Ho! (2014),Adventure|Comedy|Drama,2014
24930,115285,Sleeping Beauty (2014),Adventure|Fantasy,2014
24931,115287,Stage Fright (2014),Horror|Musical,2014
24949,115381,"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)",Comedy,2014
24952,115403,My Brother the Terrorist (2014),Documentary,2014
24955,115414,Left Behind (2014),Action|Sci-Fi|Thriller,2014
24960,115437,Blind (2014),Drama,2014
24965,115465,Tour De Force (Hin und weg) (2014),Drama,2014
24966,115467,Harmontown (2014),Documentary,2014
24968,115471,Extraterrestrial (2014),Horror|Sci-Fi,2014
24972,115502,"Rewrite, The (2014)",Comedy|Romance,2014
24973,115504,Alien Abduction (2014),Horror|Mystery|Sci-Fi,2014
24980,115534,Ouija (2014),Horror,2014
24981,115538,Stop at Nothing: The Lance Armstrong Story (2014),Documentary|Thriller,2014
24982,115540,Leave The World Behind (2014),Documentary,2014
24990,115569,Nightcrawler (2014),Crime|Drama|Thriller,2014
24991,115571,"Condemned, The (2014)",Crime|Documentary,2014
25000,115617,Big Hero 6 (2014),Action|Animation|Comedy,2014
25002,115622,Disaster L.A. (2014),Action|Horror|Sci-Fi,2014
25004,115629,Marshland (2014),Crime|Thriller,2014
25010,115664,The Book of Life (2014),Adventure|Animation|Romance,2014
25011,115667,"Love, Rosie (2014)",Comedy|Romance,2014
25014,115676,Hard Sun (2014),Drama|Romance,2014
25015,115678,"Like Sunday, Like Rain (2014)",Drama|Romance,2014
25016,115680,Time Lapse (2014),Crime|Drama|Sci-Fi|Thriller,2014
25029,115715,Learning to Ride (2014),Drama|Romance,2014
25030,115721,They Have Escaped (He ovat paenneet) (2014),Drama,2014
25043,115770,Before I Disappear (2014),Drama,2014
25044,115772,Crimes Against Humanity (2014),Comedy,2014
25052,115795,Bronx Obama (2014),Documentary,2014
25058,115824,Mr. Turner (2014),Drama,2014
25060,115828,Copenhagen (2014),Adventure|Drama|Romance,2014
25061,115831,Serial Killer Culture (2014),Crime|Documentary,2014
25092,115923,Seal Team Eight: Behind Enemy Lines (2014),Action|Drama|War,2014
25113,115967,These Final Hours (2014),Drama|Thriller,2014
25116,115973,Haider (2014),Crime|Drama|Romance,2014
25125,115991,"Kumiko, the Treasure Hunter (2014)",Comedy|Drama,2014
25127,115996,Stereo (2014),Thriller,2014
25141,116024,Northern Soul (2014),Drama,2014
25195,116136,Olive Kitteridge (2014),Drama,2014
25196,116138,Leviathan (2014),Drama,2014
25201,116161,Foxcatcher (2014),Drama,2014
25254,116271,D.L. Hughley: Reset (2014),Comedy,2014
25268,116299,Sniper: Legacy (2014),Action|Thriller,2014
25269,116301,Catch Hell (2014),Drama|Thriller,2014
25271,116307,You're Not You (2014),Drama,2014
25290,116345,Dakota's Summer (2014),Children,2014
25295,116397,Stonehearst Asylum (2014),Thriller,2014
25303,116413,Life Partners (2014),Comedy|Romance,2014
25304,116415,Anatomy of a Love Seen (2014),Drama|Romance,2014
25306,116419,Drive Hard (2014),Action|Comedy|Crime,2014
25333,116477,My Prairie Home (2014),Documentary,2014
25342,116495,52 Tuesdays (2014),Children|Drama,2014
25345,116501,Die Fighting (2014),Action|Thriller,2014
25346,116503,The Possession of Michael King (2014),Horror,2014
25363,116539,Small Time (2014),Comedy|Drama,2014
25390,116608,Dark House (2014),Horror|Thriller,2014
25393,116664,Advanced Style (2014),Comedy|Documentary|Drama,2014
25418,116722,Stromberg - Der Film (2014),Comedy,2014
25443,116779,"Fat, Sick & Nearly Dead 2 (2014)",Documentary,2014
25444,116781,Serena (2014),Drama,2014
25451,116797,The Imitation Game (2014),Drama|Thriller|War,2014
25452,116799,Inherent Vice (2014),Comedy|Crime|Drama|Mystery|Romance,2014
25453,116801,Labyrinth of Lies (2014),Drama,2014
25456,116807,Babysitting (2014),Comedy,2014
25461,116817,Rudderless (2014),Comedy|Drama,2014
25464,116823,The Hunger Games: Mockingjay - Part 1 (2014),Adventure|Sci-Fi|Thriller,2014
25470,116839,Gett: The Trial of Viviane Amsalem (2014),Drama,2014
25471,116841,Rosewater (2014),Drama,2014
25472,116843,Freak Out! (2014),Documentary,2014
25473,116845,Valley Uprising (2014),Documentary,2014
25474,116847,United States of Secrets (Part One): The Program (2014),Documentary,2014
25475,116849,Sex Ed (2014),Comedy|Romance,2014
25477,116853,A Good Marriage (2014),Thriller,2014
25478,116855,The Way He Looks (2014),Drama|Romance,2014
25491,116887,Exodus: Gods and Kings (2014),Action|Adventure|Drama,2014
25494,116893,Trash (2014),Adventure|Crime|Drama|Thriller,2014
25496,116897,Wild Tales (2014),Comedy|Drama|Thriller,2014
25498,116901,Ambition (2014),Sci-Fi,2014
25501,116907,Fed Up (2014),Documentary,2014
25536,116977,Dumb and Dumber To (2014),Comedy,2014
25540,116985,The Longest Week (2014),Comedy|Drama,2014
25542,116989,Tales of the Grim Sleeper (2014),Crime|Documentary,2014
25543,116991,"Yes Men Are Revolting, The (2014)",Documentary,2014
25547,117065,The Damned (2014),Horror|Mystery|Thriller,2014
25550,117107,Miss Meadows (2014),Drama,2014
25551,117109,Too Many Cooks (2014),Comedy,2014
25555,117117,Quantum Love (2014),Drama|Romance,2014
25558,117123,Dear White People (2014),Comedy|Drama,2014
25571,117154,Last Weekend (2014),Comedy|Drama,2014
25575,117162,October Gale (2014),Drama|Romance|Thriller,2014
25577,117166,Liar's Dice (2014),Adventure|Children|Drama,2014
25580,117172,BFFs (2014),Comedy,2014
25582,117176,The Theory of Everything (2014),Drama|Romance,2014
25583,117178,Amira & Sam (2014),Comedy|Drama|Romance,2014
25591,117194,Dolphin Tale 2 (2014),Children|Drama,2014
25598,117308,When the Game Stands Tall (2014),Drama,2014
25600,117312,The ABCs of Death 2 (2014),Comedy|Horror,2014
25611,117334,The New Girlfriend (2014),Drama,2014
25612,117336,The Missionaries (2014),Comedy|Romance,2014
25614,117340,On a marché sur Bangkok (2014),Comedy,2014
25626,117364,Virunga (2014),Documentary|War,2014
25630,117372,V/H/S: Viral (2014),Horror|Thriller,2014
25633,117415,Happiness (2014),Documentary,2014
25640,117432,The Heart Machine (2014),Drama|Thriller,2014
25641,117434,Starry Eyes (2014),Horror,2014
25643,117438,When Marnie Was There (2014),Animation|Drama,2014
25644,117440,Lupin the 3rd (2014),Action|Adventure|Comedy,2014
25645,117442,The Monkey King (2014),Action|Adventure|Children|IMAX,2014
25646,117444,Song of the Sea (2014),Animation|Children|Fantasy,2014
25647,117446,Expelled from Paradise (2014),Animation|Sci-Fi,2014
25648,117448,Kiki's Delivery Service (2014),Fantasy,2014
